Rank,Runner,Flag,Country,Total Score,Performance Score,Volume Bonus,Variety Bonus,Prolific Score,Unique Boards,Unique Games,WRs,Top 3s,Top 10s,Medal Score,Depth Score,Average Place,Profile
664,Angrylanks,,United States,172.64,164.64,8,0,1,1,1,0,0,0,0,19.6,420,https://www.speedrun.com/users/Angrylanks
665,jepega,,Netherlands,172.64,164.64,8,0,1,1,1,0,0,0,0,19.6,420,https://www.speedrun.com/users/jepega
666,SHOTTO,,United States,172.64,164.64,8,0,1,1,1,0,0,0,0,19.6,420,https://www.speedrun.com/users/SHOTTO
667,sz39,,Japan,172.58,148.72,13.86,10,3,3,2,0,0,0,0,26.03,501.67,https://www.speedrun.com/users/sz39
668,hirexen,,Poland,171.51,163.51,8,0,1,1,1,0,0,0,0,19.52,426,https://www.speedrun.com/users/hirexen
669,Ruffyluffy,,,171.51,163.51,8,0,1,1,1,0,0,0,0,19.52,426,https://www.speedrun.com/users/Ruffyluffy
670,Pjk1324,,United States,171.45,147.59,13.86,10,3,3,2,0,0,0,0,24.14,464,https://www.speedrun.com/users/Pjk1324
671,TrenttheN642,,United States,171.07,145.07,16,10,4,4,2,0,0,0,0,26.8,450.75,https://www.speedrun.com/users/TrenttheN642
672,JoeMo2K,,United States,170.94,162.94,8,0,1,1,1,0,0,0,0,19.48,429,https://www.speedrun.com/users/JoeMo2K
673,Nitroz,,Sweden,170.94,162.94,8,0,1,1,1,0,0,0,0,19.48,429,https://www.speedrun.com/users/Nitroz
674,NoGoat,,,170.67,146.81,13.86,10,3,3,2,0,0,0,0,24.59,181.67,https://www.speedrun.com/users/NoGoat
675,KarlsGB,,Argentina,169.88,146.02,13.86,10,3,3,2,0,0,0,0,24.9,389.67,https://www.speedrun.com/users/KarlsGB
676,CaptAzure,,United States,169.82,161.82,8,0,1,1,1,0,0,0,0,19.4,435,https://www.speedrun.com/users/CaptAzure
677,gyogyo,,Japan,169.82,161.82,8,0,1,1,1,0,0,0,0,19.4,435,https://www.speedrun.com/users/gyogyo
678,SatelliteSheep,,United States,169.44,161.44,8,0,1,1,1,0,0,0,0,19.37,437,https://www.speedrun.com/users/SatelliteSheep
679,CritRocket,,United States,168.69,160.69,8,0,1,1,1,0,0,0,0,19.32,441,https://www.speedrun.com/users/CritRocket
680,kiraa96,,Poland,168.69,160.69,8,0,1,1,1,0,0,0,0,19.32,441,https://www.speedrun.com/users/kiraa96
681,Pikachannel,,United Kingdom,168.54,160.54,8,0,1,1,1,0,0,0,0,17.83,97,https://www.speedrun.com/users/Pikachannel
682,SuperDave,,Canada,168.13,160.13,8,0,1,1,1,0,0,0,0,19.28,444,https://www.speedrun.com/users/SuperDave
683,Toad22484,,United States,168.13,160.13,8,0,1,1,1,0,0,0,0,19.28,444,https://www.speedrun.com/users/Toad22484
684,yelsraek,,United States,167.57,159.57,8,0,1,1,1,0,0,0,0,19.24,447,https://www.speedrun.com/users/yelsraek
685,CapGame_,,Japan,167.2,159.2,8,0,1,1,1,0,0,0,0,19.21,449,https://www.speedrun.com/users/CapGame_
686,FR15K,,Japan,167.02,159.02,8,0,1,1,1,0,0,0,0,19.2,450,https://www.speedrun.com/users/FR15K
687,Redring,,Canada,166.83,158.83,8,0,1,1,1,0,0,0,0,19.19,451,https://www.speedrun.com/users/Redring
688,Ildesir,,Spain,166.81,140.81,16,10,4,3,2,0,0,0,0,22.31,201,https://www.speedrun.com/users/Ildesir
689,LevicusX,,United Kingdom,166.14,142.28,13.86,10,3,3,2,0,0,0,0,23.11,118,https://www.speedrun.com/users/LevicusX
690,HappyMar10,,China,166.09,158.09,8,0,1,1,1,0,0,0,0,19.13,455,https://www.speedrun.com/users/HappyMar10
691,Vexerous,,United States,166.09,158.09,8,0,1,1,1,0,0,0,0,19.13,455,https://www.speedrun.com/users/Vexerous
692,sawyer_speedrunz,,United States,165.61,144.3,11.31,10,2,2,2,0,0,0,0,21.77,490,https://www.speedrun.com/users/sawyer_speedrunz
693,ryota_ryota_ryota,,Japan,165.56,141.7,13.86,10,3,3,2,0,0,0,0,25.51,578.33,https://www.speedrun.com/users/ryota_ryota_ryota
694,DaYuXiaoYu,,China,165.53,157.53,8,0,1,1,1,0,0,0,0,19.09,458,https://www.speedrun.com/users/DaYuXiaoYu
695,SummerPi314159,,United Kingdom,165.27,153.96,11.31,0,2,2,1,0,0,1,1,19.63,111,https://www.speedrun.com/users/SummerPi314159
696,lokiwider,,France,165.16,157.16,8,0,1,1,1,0,0,0,0,19.07,460,https://www.speedrun.com/users/lokiwider
697,MurphInTheWild,,Canada,164.91,143.6,11.31,10,2,2,2,0,0,0,0,20.26,329,https://www.speedrun.com/users/MurphInTheWild
698,Fries500,,Costa Rica,164.77,153.46,11.31,0,2,2,1,0,0,0,0,22.33,238,https://www.speedrun.com/users/Fries500
699,homer77,,United States,164.57,140.71,13.86,10,3,3,2,0,0,0,0,24.32,581,https://www.speedrun.com/users/homer77
700,Caleb3473,,United States,164.42,156.42,8,0,1,1,1,0,0,0,0,19.02,464,https://www.speedrun.com/users/Caleb3473
701,GeoideNYT,,United States,164.42,156.42,8,0,1,1,1,0,0,0,0,19.02,464,https://www.speedrun.com/users/GeoideNYT
702,indigofoundue74,,United States,164.42,156.42,8,0,1,1,1,0,0,0,0,19.02,464,https://www.speedrun.com/users/indigofoundue74
703,jimjamboory,,United States,163.68,155.68,8,0,1,1,1,0,0,0,0,18.96,468,https://www.speedrun.com/users/jimjamboory
704,Overswarm,,United States,163.68,155.68,8,0,1,1,1,0,0,0,0,18.96,468,https://www.speedrun.com/users/Overswarm
705,bloogbae,,United States,162.76,154.76,8,0,1,1,1,0,0,0,0,18.9,473,https://www.speedrun.com/users/bloogbae
706,ChallengeTime,,Germany,162.76,154.76,8,0,1,1,1,0,0,0,0,18.9,473,https://www.speedrun.com/users/ChallengeTime
707,MyLittleWalrus,,United States,162.76,154.76,8,0,1,1,1,0,0,0,0,18.9,473,https://www.speedrun.com/users/MyLittleWalrus
708,Zohaf,,Israel,162.17,148.31,13.86,0,3,3,1,0,0,0,0,21.15,239,https://www.speedrun.com/users/Zohaf
709,LeMonX,,Poland,161.97,140.66,11.31,10,2,2,2,0,0,0,0,21.78,508.5,https://www.speedrun.com/users/LeMonX
710,Nsfj,,,161.66,153.66,8,0,1,1,1,0,0,0,0,18.82,479,https://www.speedrun.com/users/Nsfj
711,PariDaDude,,United States,161.66,153.66,8,0,1,1,1,0,0,0,0,18.82,479,https://www.speedrun.com/users/PariDaDude
712,TwitchName,,United States,161.66,153.66,8,0,1,1,1,0,0,0,0,18.82,479,https://www.speedrun.com/users/TwitchName
713,bullymario,,United States,161.15,147.29,13.86,0,3,3,1,0,0,0,0,25.02,426.67,https://www.speedrun.com/users/bullymario
714,death_taxes_n64,,United States,160.74,149.43,11.31,0,2,2,1,0,0,0,0,22.01,387,https://www.speedrun.com/users/death_taxes_n64
715,1800bw,,,160.59,136.73,13.86,10,3,3,2,0,0,0,0,20.52,406,
716,Josito,,Spain,160.49,149.18,11.31,0,2,2,1,0,0,0,0,21.84,460.5,https://www.speedrun.com/users/Josito
717,DaBell,,Australia,160.41,152.41,8,0,1,1,1,0,0,0,0,16.65,54,https://www.speedrun.com/users/DaBell
718,Soda,,,160.38,152.38,8,0,1,1,1,0,0,0,0,18.72,486,https://www.speedrun.com/users/Soda
719,GoatFan98,,Hungary,160.33,132.44,17.89,10,5,5,2,0,0,0,0,24.59,269.4,https://www.speedrun.com/users/GoatFan98
720,tomkabs,,Canada,160.01,152.01,8,0,1,1,1,0,0,0,0,18.7,488,https://www.speedrun.com/users/tomkabs
721,Stiverson,,United States,159.9,133.9,16,10,4,4,2,0,0,0,0,21.35,34.5,https://www.speedrun.com/users/Stiverson
722,hazy_zay,,Canada,159.87,148.56,11.31,0,2,2,1,0,0,0,0,20.31,123,https://www.speedrun.com/users/hazy_zay
723,bowmiee,,United States,159.46,151.46,8,0,1,1,1,0,0,0,0,18.66,491,https://www.speedrun.com/users/bowmiee
724,elsiz,,Spain,159.46,151.46,8,0,1,1,1,0,0,0,0,18.66,491,https://www.speedrun.com/users/elsiz
725,PixelPerfectRuns,,United States,159.46,151.46,8,0,1,1,1,0,0,0,0,18.66,491,https://www.speedrun.com/users/PixelPerfectRuns
726,timmyblox,,United States,159.46,151.46,8,0,1,1,1,0,0,0,0,18.66,491,https://www.speedrun.com/users/timmyblox
727,RudieCantFail,,United Kingdom,159,135.14,13.86,10,3,3,2,0,0,0,0,21.29,560.33,https://www.speedrun.com/users/RudieCantFail
728,Shark_Eat_Fish,,United States,158.99,131.1,17.89,10,5,5,2,0,0,0,0,25.17,421.8,https://www.speedrun.com/users/Shark_Eat_Fish
729,TarokoKookie,,Taiwan,158.51,137.2,11.31,10,2,2,2,0,0,0,0,22.17,578,https://www.speedrun.com/users/TarokoKookie
730,Helvete,,Poland,158.37,150.37,8,0,1,1,1,0,0,0,0,18.58,497,https://www.speedrun.com/users/Helvete
731,Qwy,,Canada,158.37,150.37,8,0,1,1,1,0,0,0,0,18.58,497,https://www.speedrun.com/users/Qwy
732,Zorilla33,,United States,158.37,150.37,8,0,1,1,1,0,0,0,0,18.58,497,https://www.speedrun.com/users/Zorilla33
733,OscarHK,,Colombia,158.06,140.17,17.89,0,5,5,1,0,0,0,0,23.43,175.6,https://www.speedrun.com/users/OscarHK
734,D1sconnect,,Russia,157.99,136.68,11.31,10,2,2,2,0,0,0,0,20.23,395,https://www.speedrun.com/users/D1sconnect
735,Creepr101,,United States,157.68,149.68,8,0,1,1,1,0,0,0,0,17.11,121,https://www.speedrun.com/users/Creepr101
736,GrisZ3r0,,United States,157.68,149.68,8,0,1,1,1,0,0,0,0,17.11,121,https://www.speedrun.com/users/GrisZ3r0
737,sol0910,,Japan,157.68,149.68,8,0,1,1,1,0,0,0,0,17.11,121,https://www.speedrun.com/users/sol0910
738,PGHGuitarGuy,,United States,157.1,149.1,8,0,1,1,1,0,0,0,0,18.49,504,https://www.speedrun.com/users/PGHGuitarGuy
739,RedPepper,,United States,157.1,149.1,8,0,1,1,1,0,0,0,0,18.49,504,https://www.speedrun.com/users/RedPepper
740,tensai_qc,,Canada,157.1,149.1,8,0,1,1,1,0,0,0,0,18.49,504,https://www.speedrun.com/users/tensai_qc
741,Ezakt,,United States,156.69,135.38,11.31,10,2,2,2,0,0,0,0,16.88,243.5,https://www.speedrun.com/users/Ezakt
742,SavirTheSpeedrunner,,India,156.3,132.44,13.86,10,3,3,2,0,0,0,0,24.45,617.33,https://www.speedrun.com/users/SavirTheSpeedrunner
743,TheShadowPro,,Taiwan,155.81,131.95,13.86,10,3,3,2,0,0,0,0,23.76,597.67,https://www.speedrun.com/users/TheShadowPro
744,itznotsilence,,Russia,155.68,134.37,11.31,10,2,2,2,0,0,0,0,20.39,229.5,https://www.speedrun.com/users/itznotsilence
745,Wuzi,,Czech Republic,155.32,108.79,26.53,20,11,11,3,0,0,0,0,23.55,342.73,https://www.speedrun.com/users/Wuzi
746,althegreat,,United States,155.29,147.29,8,0,1,1,1,0,0,0,0,18.35,514,https://www.speedrun.com/users/althegreat
747,Eclipsed,,Antarctica,155.29,147.29,8,0,1,1,1,0,0,0,0,18.35,514,https://www.speedrun.com/users/Eclipsed
748,Nicro,,Canada,155.29,147.29,8,0,1,1,1,0,0,0,0,18.35,514,https://www.speedrun.com/users/Nicro
749,Widmee,,Norway,155.29,147.29,8,0,1,1,1,0,0,0,0,18.35,514,https://www.speedrun.com/users/Widmee
750,y_kudo,,Japan,155.25,109.25,16,30,4,4,4,0,0,0,0,19.1,63.25,https://www.speedrun.com/users/y_kudo
751,DarkCecil,,United States,154.79,143.48,11.31,0,2,2,1,0,0,0,0,19.45,124.5,https://www.speedrun.com/users/DarkCecil
752,orkybork,,Canada,154.67,125.07,19.6,10,6,6,2,0,0,1,1,23.87,277.33,https://www.speedrun.com/users/orkybork
753,Francesco,,United States,154.55,133.24,11.31,10,2,2,2,0,0,0,0,22.16,674.5,https://www.speedrun.com/users/Francesco
754,Muty,,Hungary,154.39,146.39,8,0,1,1,1,0,0,0,0,18.29,519,https://www.speedrun.com/users/Muty
755,oldoldYa,,China,154.39,146.39,8,0,1,1,1,0,0,0,0,18.29,519,https://www.speedrun.com/users/oldoldYa
756,Plyometric,,United States,154.39,146.39,8,0,1,1,1,0,0,0,0,18.29,519,https://www.speedrun.com/users/Plyometric
757,rjscarbo,,,154.39,146.39,8,0,1,1,1,0,0,0,0,18.29,519,https://www.speedrun.com/users/rjscarbo
758,SladeDaddy,,Canada,154.39,146.39,8,0,1,1,1,0,0,0,0,18.29,519,https://www.speedrun.com/users/SladeDaddy
759,SherriAttacks,,Canada,154.3,130.44,13.86,10,3,3,2,0,0,1,1,21.4,400,https://www.speedrun.com/users/SherriAttacks
760,DeadmanPR,,Puerto Rico,154.07,128.07,16,10,4,4,2,0,0,0,0,24.14,339.25,https://www.speedrun.com/users/DeadmanPR
761,MoonJi,,South Korea,153.38,142.07,11.31,0,2,2,1,0,0,0,0,22.01,512.5,https://www.speedrun.com/users/MoonJi
762,NudeGunray,,,153.32,145.32,8,0,1,1,1,0,0,0,0,18.21,525,https://www.speedrun.com/users/NudeGunray
763,wheezycheeks,,United States,153.32,145.32,8,0,1,1,1,0,0,0,0,18.21,525,https://www.speedrun.com/users/wheezycheeks
764,AR007,,,153.16,141.85,11.31,0,2,2,1,0,0,0,0,20.62,173,https://www.speedrun.com/users/AR007
765,PabloDiazViolin,,Spain,152.98,141.67,11.31,0,2,2,1,0,0,0,0,18.6,382.5,https://www.speedrun.com/users/PabloDiazViolin
766,CmSpeedrunner,,United Kingdom,152.89,131.58,11.31,10,2,2,2,0,0,0,0,19.32,231.5,https://www.speedrun.com/users/CmSpeedrunner
767,Dr_CorvusB,,Mexico,152.85,141.54,11.31,0,2,2,1,0,0,0,0,21.85,458.5,https://www.speedrun.com/users/Dr_CorvusB
768,Beardstrength,,Canada,152.49,131.18,11.31,10,2,2,2,0,0,0,0,20.43,524.5,https://www.speedrun.com/users/Beardstrength
769,Bdog,,,152.42,144.42,8,0,1,1,1,0,0,0,0,18.14,530,
770,InfiniteZone,,United States,152.24,144.24,8,0,1,1,1,0,0,0,0,18.13,531,https://www.speedrun.com/users/InfiniteZone
771,TheTerrificTracy,,United States,152.18,124.29,17.89,10,5,5,2,0,0,0,0,26.12,360.8,https://www.speedrun.com/users/TheTerrificTracy
772,Kawanina,,Japan,151.98,143.98,8,0,1,1,1,0,0,0,0,16.1,67,https://www.speedrun.com/users/Kawanina
773,Seed_08,,,151.98,143.98,8,0,1,1,1,0,0,0,0,16.1,67,https://www.speedrun.com/users/Seed_08
774,PhistaCooter,,United States,151.88,143.88,8,0,1,1,1,0,0,0,0,18.1,533,https://www.speedrun.com/users/PhistaCooter
775,NoSleep,,Germany,151.82,127.96,13.86,10,3,3,2,0,0,0,0,20.58,403.67,https://www.speedrun.com/users/NoSleep
776,Broran01,,United States,151.71,143.71,8,0,1,1,1,0,0,0,0,18.09,534,https://www.speedrun.com/users/Broran01
777,Logan_Sacrey,,Canada,151.63,140.32,11.31,0,2,2,1,0,0,0,0,17.37,130.5,https://www.speedrun.com/users/Logan_Sacrey
778,yellowelevator815,,United States,151.37,130.06,11.31,10,2,2,2,0,0,0,0,17.73,53.5,https://www.speedrun.com/users/yellowelevator815
779,cdngam3r,,Canada,151.1,139.79,11.31,0,2,2,1,0,0,0,0,19.12,63.5,https://www.speedrun.com/users/cdngam3r
780,lamsauce17,,United States,150.99,142.99,8,0,1,1,1,0,0,0,0,18.04,538,https://www.speedrun.com/users/lamsauce17
781,AlfaV,,Czech Republic,150.95,129.64,11.31,10,2,2,2,0,0,0,0,18.93,520,https://www.speedrun.com/users/AlfaV
782,Neeberz,,United States,150.92,139.61,11.31,0,2,2,1,0,0,0,0,21.17,463,https://www.speedrun.com/users/Neeberz
783,Retrogaming2084,,United States,150.64,142.64,8,0,1,1,1,0,0,0,0,18.01,540,https://www.speedrun.com/users/Retrogaming2084
784,AquaticBoba,,United States,150.46,142.46,8,0,1,1,1,0,0,0,0,18,541,https://www.speedrun.com/users/AquaticBoba
785,Miqoou,,Finland,150.34,139.03,11.31,0,2,2,1,0,0,1,1,15.76,10,https://www.speedrun.com/users/Miqoou
786,Codeq,,Poland,150.28,142.28,8,0,1,1,1,0,0,0,0,17.98,542,https://www.speedrun.com/users/Codeq
787,anpan,,Japan,149.93,141.93,8,0,1,1,1,0,0,0,0,17.96,544,https://www.speedrun.com/users/anpan
788,Ian_1243,,Peru,149.93,141.93,8,0,1,1,1,0,0,0,0,17.96,544,https://www.speedrun.com/users/Ian_1243
789,PARS1K,,Germany,149.49,138.18,11.31,0,2,2,1,0,0,0,0,21.31,475,https://www.speedrun.com/users/PARS1K
790,DearieMiri,,United States,149.39,141.39,8,0,1,1,1,0,0,0,0,17.92,547,https://www.speedrun.com/users/DearieMiri
791,DiskKun,,Canada,149.39,141.39,8,0,1,1,1,0,0,0,0,17.92,547,https://www.speedrun.com/users/DiskKun
792,Helaman_Hatcher,,New Zealand,149.39,141.39,8,0,1,1,1,0,0,0,0,17.92,547,https://www.speedrun.com/users/Helaman_Hatcher
793,Jgal0t,,Japan,149.06,99.46,19.6,30,6,6,4,0,0,0,0,18.73,48.33,https://www.speedrun.com/users/Jgal0t
794,evadecaptcha,,United States,148.86,140.86,8,0,1,1,1,0,0,0,0,17.88,550,https://www.speedrun.com/users/evadecaptcha
795,icterus440,,United States,148.42,137.11,11.31,0,2,2,1,0,0,0,0,21.23,494.5,https://www.speedrun.com/users/icterus440
796,sqwee,,France,148.35,127.04,11.31,10,2,2,2,0,0,0,0,19.53,189.5,https://www.speedrun.com/users/sqwee
797,gamestabled,,United States,148.33,140.33,8,0,1,1,1,0,0,0,0,17.84,553,https://www.speedrun.com/users/gamestabled
798,Powercube,,Romania,148.33,124.47,13.86,10,3,3,2,0,0,0,0,22.55,616.67,https://www.speedrun.com/users/Powercube
799,cantaloupeme,,United States,148.13,136.82,11.31,0,2,2,1,0,0,0,0,22.01,579.5,https://www.speedrun.com/users/cantaloupeme
800,Broycey,,United States,147.98,139.98,8,0,1,1,1,0,0,0,0,17.81,555,https://www.speedrun.com/users/Broycey
801,maestrocc,,England,147.8,139.8,8,0,1,1,1,0,0,0,0,17.8,556,https://www.speedrun.com/users/maestrocc
802,Rayquaza911,,Canada,147.57,123.71,13.86,10,3,3,2,0,0,0,0,21.17,396,https://www.speedrun.com/users/Rayquaza911
803,tch,,Vietnam,147.27,139.27,8,0,1,1,1,0,0,0,0,17.76,559,https://www.speedrun.com/users/tch
804,Exoman,,Finland,146.92,138.92,8,0,1,1,1,0,0,0,0,17.73,561,https://www.speedrun.com/users/Exoman
805,RobinTetris,,Netherlands,146.92,138.92,8,0,1,1,1,0,0,0,0,17.73,561,https://www.speedrun.com/users/RobinTetris
806,ExyPam,,Turkey,146.75,135.44,11.31,0,2,2,1,0,0,0,0,21,497,https://www.speedrun.com/users/ExyPam
807,Symmba,,United States,146.71,138.71,8,0,1,1,1,0,0,0,0,16.36,146,https://www.speedrun.com/users/Symmba
808,Tegron,,Poland,146.71,138.71,8,0,1,1,1,0,0,0,0,16.36,146,https://www.speedrun.com/users/Tegron
809,j3j_ajxx,,United States,146.7,122.84,13.86,10,3,3,2,0,0,0,0,22.61,577,https://www.speedrun.com/users/j3j_ajxx
810,Rainbow_Ride,,Sweden,146.22,124.91,11.31,10,2,2,2,0,0,0,0,18.38,366.5,https://www.speedrun.com/users/Rainbow_Ride
811,smartalec24,,United States,146.14,93.51,22.63,30,8,8,4,0,0,0,0,22.48,231.38,https://www.speedrun.com/users/smartalec24
812,HenryNutsy,,Poland,145.88,132.02,13.86,0,3,3,1,0,0,0,0,19.68,144.67,https://www.speedrun.com/users/HenryNutsy
813,TigDwan,,United States,145.87,137.87,8,0,1,1,1,0,0,0,0,17.65,567,https://www.speedrun.com/users/TigDwan
814,Bismuth,,Québec,145.78,134.47,11.31,0,2,2,1,0,0,0,0,18.58,483,https://www.speedrun.com/users/Bismuth
815,MyaSMB1,,United States,145.52,137.52,8,0,1,1,1,0,0,0,0,17.63,569,https://www.speedrun.com/users/MyaSMB1
816,selflessscoundrel,,United States,144.99,136.99,8,0,1,1,1,0,0,0,0,17.59,572,https://www.speedrun.com/users/selflessscoundrel
817,Smartball,,United States,144.95,123.64,11.31,10,2,2,2,0,0,0,0,17.02,344.5,https://www.speedrun.com/users/Smartball
818,Infared_,,United States,144.82,136.82,8,0,1,1,1,0,0,0,0,17.57,573,https://www.speedrun.com/users/Infared_
819,PKfreeze,,United States,144.47,136.47,8,0,1,1,1,0,0,0,0,17.55,575,https://www.speedrun.com/users/PKfreeze
820,Lemoniau,,United States,144.12,136.12,8,0,1,1,1,0,0,0,0,17.52,577,https://www.speedrun.com/users/Lemoniau
821,Lyvye327,,United States,144.12,136.12,8,0,1,1,1,0,0,0,0,17.52,577,https://www.speedrun.com/users/Lyvye327
822,Blahaj64,,Canada,144.12,122.81,11.31,10,2,2,2,0,0,0,0,18.45,903.5,https://www.speedrun.com/users/Blahaj64
823,Okmenaut,,Germany,143.8,129.94,13.86,0,3,3,1,0,0,0,0,23.98,457,https://www.speedrun.com/users/Okmenaut
824,MarthSR,,Québec,143.78,119.92,13.86,10,3,3,2,0,0,0,0,23.88,638.67,https://www.speedrun.com/users/MarthSR
825,Avasion,,United States,143.25,135.25,8,0,1,1,1,0,0,0,0,17.46,582,https://www.speedrun.com/users/Avasion
826,FranzKaiser,,Mexico,143.25,135.25,8,0,1,1,1,0,0,0,0,17.46,582,https://www.speedrun.com/users/FranzKaiser
827,ZBomb07,,United States,143,129.14,13.86,0,3,3,1,0,0,0,0,22.19,225,https://www.speedrun.com/users/ZBomb07
828,dad_streamer,,United States,142.9,134.9,8,0,1,1,1,0,0,0,0,17.43,584,https://www.speedrun.com/users/dad_streamer
829,nyoshi10,,United States,142.85,134.85,8,0,1,1,1,0,0,0,0,16.09,155,https://www.speedrun.com/users/nyoshi10
830,grntsgrntsgrntsgrnts,,United States,142.81,118.95,13.86,10,3,3,2,0,0,0,0,21.76,655.33,https://www.speedrun.com/users/grntsgrntsgrntsgrnts
831,BradenLOL,,Canada,142.55,134.55,8,0,1,1,1,0,0,0,0,17.4,586,https://www.speedrun.com/users/BradenLOL
832,SouthernPretzel,,United States,142.55,134.55,8,0,1,1,1,0,0,0,0,17.4,586,https://www.speedrun.com/users/SouthernPretzel
833,kemushi,,Germany,142.55,131.24,11.31,0,2,2,1,0,0,1,1,17.43,120.5,https://www.speedrun.com/users/kemushi
834,Capt.Azure,,United States,142.03,134.03,8,0,1,1,1,0,0,0,0,17.36,589,https://www.speedrun.com/users/Capt.Azure
835,whitelyyy,,England,141.88,130.57,11.31,0,2,2,1,0,0,0,0,19.61,476,https://www.speedrun.com/users/whitelyyy
836,MadMegaX381,,United States,141.51,133.51,8,0,1,1,1,0,0,0,0,17.32,592,https://www.speedrun.com/users/MadMegaX381
837,authorblues,,United States,141.19,103.3,17.89,20,5,5,3,0,1,2,4,17.67,346.4,https://www.speedrun.com/users/authorblues
838,XavGGs,,United States,140.82,132.82,8,0,1,1,1,0,0,0,0,17.27,596,https://www.speedrun.com/users/XavGGs
839,Nytro_,,Spain,140.62,129.31,11.31,0,2,2,1,0,0,0,0,20.1,494,https://www.speedrun.com/users/Nytro_
840,relievedliberty,,United States,140.47,132.47,8,0,1,1,1,0,0,0,0,17.24,598,https://www.speedrun.com/users/relievedliberty
841,liiightwb,,Canada,140.13,132.13,8,0,1,1,1,0,0,0,0,17.22,600,https://www.speedrun.com/users/liiightwb
842,Petalite,,Brazil,139.78,131.78,8,0,1,1,1,0,0,0,0,17.19,602,https://www.speedrun.com/users/Petalite
843,MarioBataliJr,,,139.44,131.44,8,0,1,1,1,0,0,0,0,17.17,604,https://www.speedrun.com/users/MarioBataliJr
844,Remz,,Québec,139.3,115.44,13.86,10,3,3,2,0,0,0,0,20.05,136,https://www.speedrun.com/users/Remz
845,mozart.ama69,,Denmark,139.13,127.82,11.31,0,2,2,1,0,0,0,0,20.37,476,https://www.speedrun.com/users/mozart.ama69
846,CurtsNewBrand,,United States,139.1,131.1,8,0,1,1,1,0,0,0,0,17.14,606,https://www.speedrun.com/users/CurtsNewBrand
847,k0zzx,,Suriname,139.1,131.1,8,0,1,1,1,0,0,0,0,17.14,606,https://www.speedrun.com/users/k0zzx
848,Ribena,,England,138.75,130.75,8,0,1,1,1,0,0,0,0,17.11,608,https://www.speedrun.com/users/Ribena
849,Tuck,,United States,138.65,127.34,11.31,0,2,2,1,0,0,0,0,20.6,506,https://www.speedrun.com/users/Tuck
850,toiletcomputer,,Australia,138.45,102.45,16,20,4,4,3,0,0,0,0,21.45,523.75,https://www.speedrun.com/users/toiletcomputer
851,SgtRaven,,United States,138.41,130.41,8,0,1,1,1,0,0,0,0,17.09,610,https://www.speedrun.com/users/SgtRaven
852,TheLostLlama,,United States,138.2,126.89,11.31,0,2,2,1,0,0,0,0,15.62,14,https://www.speedrun.com/users/TheLostLlama
853,soupbloop,,United States,138.13,114.27,13.86,10,3,3,2,0,0,0,0,17.54,112.67,https://www.speedrun.com/users/soupbloop
854,JSR_,,United States,138.02,114.16,13.86,10,3,3,2,0,0,0,0,20.06,397.67,https://www.speedrun.com/users/JSR_
855,ALiveWizard,,France,137.89,129.89,8,0,1,1,1,0,0,0,0,17.05,613,https://www.speedrun.com/users/ALiveWizard
856,GreenSir,,China,137.72,129.72,8,0,1,1,1,0,0,0,0,17.03,614,https://www.speedrun.com/users/GreenSir
857,KPeace74,,United States,137.55,129.55,8,0,1,1,1,0,0,0,0,17.02,615,https://www.speedrun.com/users/KPeace74
858,Eunos,,,137.35,129.35,8,0,1,1,1,0,0,0,0,15.7,168,https://www.speedrun.com/users/Eunos
859,denkiya,,Japan,136.95,113.09,13.86,10,3,3,2,0,0,0,0,17.99,38.33,https://www.speedrun.com/users/denkiya
860,The_TK,,Canada,136.87,128.87,8,0,1,1,1,0,0,0,0,16.97,619,https://www.speedrun.com/users/The_TK
861,subuya1234,,United States,136.53,128.53,8,0,1,1,1,0,0,0,0,16.94,621,https://www.speedrun.com/users/subuya1234
862,RyanGames,,,136.41,112.55,13.86,10,3,3,2,0,0,0,0,20.97,573.33,
863,fasteronavespa,,United States,136.36,128.36,8,0,1,1,1,0,0,0,0,16.93,622,https://www.speedrun.com/users/fasteronavespa
864,The_Toble,,Germany,136.36,128.36,8,0,1,1,1,0,0,0,0,16.93,622,https://www.speedrun.com/users/The_Toble
865,skyeves,,Scotland,136.02,128.02,8,0,1,1,1,0,0,0,0,16.9,624,https://www.speedrun.com/users/skyeves
866,Tarthur2006,,Singapore,135.85,127.85,8,0,1,1,1,0,0,0,0,16.89,625,https://www.speedrun.com/users/Tarthur2006
867,BandDGames,,United States,135.68,127.68,8,0,1,1,1,0,0,0,0,16.87,626,https://www.speedrun.com/users/BandDGames
868,mikerouchburns,,United States,135.34,127.34,8,0,1,1,1,0,0,0,0,16.85,628,https://www.speedrun.com/users/mikerouchburns
869,Kyro,,England,135.17,127.17,8,0,1,1,1,0,0,0,0,16.83,629,https://www.speedrun.com/users/Kyro
870,Senni,,Italy,135.17,127.17,8,0,1,1,1,0,0,0,0,16.83,629,https://www.speedrun.com/users/Senni
871,WeakerYouth,,United States,134.83,126.83,8,0,1,1,1,0,0,0,0,16.81,631,https://www.speedrun.com/users/WeakerYouth
872,Freezen85,,Finland,134.49,126.49,8,0,1,1,1,0,0,0,0,16.78,633,https://www.speedrun.com/users/Freezen85
873,StarMouse64,,Italy,134.41,123.1,11.31,0,2,2,1,0,0,0,0,19.54,450.5,https://www.speedrun.com/users/StarMouse64
