Rank,Runner,Flag,Country,Total Score,Performance Score,Volume Bonus,Variety Bonus,Prolific Score,Unique Boards,Unique Games,WRs,Top 3s,Top 10s,Medal Score,Depth Score,Average Place,Profile
2463,reibeatall,,United States,12.42,4.42,8,0,1,1,1,0,0,0,0,1.67,52,https://www.speedrun.com/users/reibeatall
2464,Broedgeman,,Germany,12.4,4.4,8,0,1,1,1,0,0,0,0,2.04,352,https://www.speedrun.com/users/Broedgeman
2465,Person_No_One_Likes,,United States,12.39,4.39,8,0,1,1,1,0,0,0,0,2.06,400,https://www.speedrun.com/users/Person_No_One_Likes
2466,Jjeszse,,United States,12.35,4.35,8,0,1,1,1,0,0,0,0,2.31,1728,https://www.speedrun.com/users/Jjeszse
2467,max2dgam1ng,,United States,12.35,4.35,8,0,1,1,1,0,0,0,0,2.31,1728,https://www.speedrun.com/users/max2dgam1ng
2468,Arsenic_Soup,,,12.29,4.29,8,0,1,1,1,0,0,0,0,1.79,108,
2469,luubz,,France,12.27,4.27,8,0,1,1,1,0,0,0,0,2.29,1730,https://www.speedrun.com/users/luubz
2470,MaelstromALPHA,,United Kingdom,12.27,4.27,8,0,1,1,1,0,0,0,0,2.29,1730,https://www.speedrun.com/users/MaelstromALPHA
2471,rshusko3,,United States,12.27,4.27,8,0,1,1,1,0,0,0,0,2.29,1730,https://www.speedrun.com/users/rshusko3
2472,Yatakbasan,,Turkey,12.24,4.24,8,0,1,1,1,0,0,0,0,2.02,401,https://www.speedrun.com/users/Yatakbasan
2473,SrgtSexy,,Canada,12.23,4.23,8,0,1,1,1,0,0,0,0,2,353,https://www.speedrun.com/users/SrgtSexy
2474,TheBenjanator,,United States,12.23,4.23,8,0,1,1,1,0,0,0,0,2,353,https://www.speedrun.com/users/TheBenjanator
2475,crrrvd,,,12.17,4.17,8,0,1,1,1,0,0,0,0,1.96,309,https://www.speedrun.com/users/crrrvd
2476,killinninja,,United States,12.17,4.17,8,0,1,1,1,0,0,0,0,1.96,309,https://www.speedrun.com/users/killinninja
2477,poopmybuttoff,,United States,12.17,4.17,8,0,1,1,1,0,0,0,0,1.96,309,https://www.speedrun.com/users/poopmybuttoff
2478,jaydoggg,,United Kingdom,12.06,4.06,8,0,1,1,1,0,0,0,0,2.22,1735,https://www.speedrun.com/users/jaydoggg
2479,MysteryWolf7,,Puerto Rico,12.06,4.06,8,0,1,1,1,0,0,0,0,2.22,1735,https://www.speedrun.com/users/MysteryWolf7
2480,impeccable27,,South Korea,12.05,4.05,8,0,1,1,1,0,0,0,0,1.74,113,https://www.speedrun.com/users/impeccable27
2481,Vader828,,,11.94,3.94,8,0,1,1,1,0,0,0,0,2.18,1738,https://www.speedrun.com/users/Vader828
2482,JJReed,,United States,11.9,3.9,8,0,1,1,1,0,0,0,0,2.17,1739,https://www.speedrun.com/users/JJReed
2483,PsxCreasse,,Québec,11.9,3.9,8,0,1,1,1,0,0,0,0,2.17,1739,https://www.speedrun.com/users/PsxCreasse
2484,ZevZX,,Mongolia,11.9,3.9,8,0,1,1,1,0,0,0,0,2.17,1739,https://www.speedrun.com/users/ZevZX
2485,sdslayer,,United States,11.78,3.78,8,0,1,1,1,0,0,0,0,2.13,1742,https://www.speedrun.com/users/sdslayer
2486,thegoodjakeward,,United States,11.78,3.78,8,0,1,1,1,0,0,0,0,2.13,1742,https://www.speedrun.com/users/thegoodjakeward
2487,01NekoHodoku,,France,11.74,3.74,8,0,1,1,1,0,0,0,0,1.6,85,https://www.speedrun.com/users/01NekoHodoku
2488,Avalonith,,United States,11.74,3.74,8,0,1,1,1,0,0,0,0,1.86,356,https://www.speedrun.com/users/Avalonith
2489,CoreCantCodeThis,,United States,11.72,3.72,8,0,1,1,1,0,0,0,0,1.95,627,https://www.speedrun.com/users/CoreCantCodeThis
2490,GumbaNooma,,Chile,11.7,3.7,8,0,1,1,1,0,0,0,0,2.1,1744,https://www.speedrun.com/users/GumbaNooma
2491,angry,,United States,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/angry
2492,D3cIma,,Russia,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/D3cIma
2493,DillPickel,,New Zealand,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/DillPickel
2494,Gamerz,,Australia,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/Gamerz
2495,jaypayday1,,Australia,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/jaypayday1
2496,jonsku1,,Finland,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/jonsku1
2497,Killswitch0GMD,,Australia,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/Killswitch0GMD
2498,MarioMario7829,,United States,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/MarioMario7829
2499,mrZUCCHINIman,,,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/mrZUCCHINIman
2500,scarlettlol,,,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/scarlettlol
2501,TheBokoblin,,United States,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/TheBokoblin
2502,Zans64,,United States,11.63,3.63,8,0,1,1,1,0,0,0,0,1.92,628,https://www.speedrun.com/users/Zans64
2503,Retrogamerr80,,United States,11.62,3.62,8,0,1,1,1,0,0,0,0,2.07,1746,https://www.speedrun.com/users/Retrogamerr80
2504,CajunKishi,,United States,11.61,3.61,8,0,1,1,1,0,0,0,0,1.45,45,https://www.speedrun.com/users/CajunKishi
2505,canob13,,Argentina,11.6,3.6,8,0,1,1,1,0,0,0,0,1.72,201,https://www.speedrun.com/users/canob13
2506,ROTFLandmines,,United States,11.58,3.58,8,0,1,1,1,0,0,0,0,1.81,357,https://www.speedrun.com/users/ROTFLandmines
2507,DocLloyd,,United States,11.56,3.56,8,0,1,1,1,0,0,0,0,1.65,144,https://www.speedrun.com/users/DocLloyd
2508,CJTheStreamer,,Puerto Rico,11.54,3.54,8,0,1,1,1,0,0,0,0,2.05,1748,https://www.speedrun.com/users/CJTheStreamer
2509,bacond,,United States,11.46,3.46,8,0,1,1,1,0,0,0,0,2.02,1750,https://www.speedrun.com/users/bacond
2510,opikenbo,,United States,11.46,3.46,8,0,1,1,1,0,0,0,0,2.02,1750,https://www.speedrun.com/users/opikenbo
2511,juanriplaygames,,Spain,11.44,0.13,11.31,0,2,2,1,0,0,0,0,0.31,1059,https://www.speedrun.com/users/juanriplaygames
2512,Niniste,,France,11.39,3.39,8,0,1,1,1,0,0,0,0,2,1752,https://www.speedrun.com/users/Niniste
2513,Shadow96,,Canada,11.39,3.39,8,0,1,1,1,0,0,0,0,2,1752,https://www.speedrun.com/users/Shadow96
2514,Mochila,,Brazil,11.27,3.27,8,0,1,1,1,0,0,0,0,1.96,1755,https://www.speedrun.com/users/Mochila
2515,parz,,United States,11.27,3.27,8,0,1,1,1,0,0,0,0,1.96,1755,https://www.speedrun.com/users/parz
2516,Sableguy97,,,11.27,3.27,8,0,1,1,1,0,0,0,0,1.96,1755,https://www.speedrun.com/users/Sableguy97
2517,JoeDamillio,,United States,11.23,3.23,8,0,1,1,1,0,0,0,0,1.52,115,https://www.speedrun.com/users/JoeDamillio
2518,XXNEON57XX,,Mexico,11.22,3.22,8,0,1,1,1,0,0,0,0,1.47,86,https://www.speedrun.com/users/XXNEON57XX
2519,SleepyMario,,,11.12,3.12,8,0,1,1,1,0,0,0,0,1.9,1759,https://www.speedrun.com/users/SleepyMario
2520,TheSlothKing,,Portugal,11.12,3.12,8,0,1,1,1,0,0,0,0,1.9,1759,https://www.speedrun.com/users/TheSlothKing
2521,Celician83,,United States,11.01,3.01,8,0,1,1,1,0,0,0,0,1.86,1762,https://www.speedrun.com/users/Celician83
2522,Julez21,,United States,11.01,3.01,8,0,1,1,1,0,0,0,0,1.86,1762,https://www.speedrun.com/users/Julez21
2523,magicisaacsage,,,11.01,3.01,8,0,1,1,1,0,0,0,0,1.86,1762,https://www.speedrun.com/users/magicisaacsage
2524,NytAndDay,,United States,11.01,3.01,8,0,1,1,1,0,0,0,0,1.86,1762,https://www.speedrun.com/users/NytAndDay
2525,Pikachu,,North Korea,11.01,3.01,8,0,1,1,1,0,0,0,0,1.86,1762,https://www.speedrun.com/users/Pikachu
2526,aidanbrt,,Wales,10.95,2.95,8,0,1,1,1,0,0,0,0,1.6,316,https://www.speedrun.com/users/aidanbrt
2527,swooce,,United States,10.88,2.88,8,0,1,1,1,0,0,0,0,1.3,54,https://www.speedrun.com/users/swooce
2528,lukeatlantis,,United States,10.85,2.85,8,0,1,1,1,0,0,0,0,1.41,116,https://www.speedrun.com/users/lukeatlantis
2529,L4nier,,United States,10.84,2.84,8,0,1,1,1,0,0,0,0,1.58,362,https://www.speedrun.com/users/L4nier
2530,RagnarAlvarr,,Austria,10.81,2.81,8,0,1,1,1,0,0,0,0,1.1,19,https://www.speedrun.com/users/RagnarAlvarr
2531,bobonlinenet,,United States,10.8,2.8,8,0,1,1,1,0,0,0,0,1.78,1768,https://www.speedrun.com/users/bobonlinenet
2532,MrDunlo,,United States,10.8,2.8,8,0,1,1,1,0,0,0,0,1.78,1768,https://www.speedrun.com/users/MrDunlo
2533,JosueG,,Venezuela,10.79,2.79,8,0,1,1,1,0,0,0,0,1.54,317,https://www.speedrun.com/users/JosueG
2534,Mickerson,,United States,10.73,2.73,8,0,1,1,1,0,0,0,0,1.76,1770,https://www.speedrun.com/users/Mickerson
2535,Val0ur,,United States,10.73,2.73,8,0,1,1,1,0,0,0,0,1.76,1770,https://www.speedrun.com/users/Val0ur
2536,Antonio.Pacheco,,Venezuela,10.64,2.64,8,0,1,1,1,0,0,0,0,1.43,205,https://www.speedrun.com/users/Antonio.Pacheco
2537,BlazeGamer,,United States,10.63,2.63,8,0,1,1,1,0,0,0,0,1.72,1773,https://www.speedrun.com/users/BlazeGamer
2538,BMAN,,Australia,10.63,2.63,8,0,1,1,1,0,0,0,0,1.72,1773,https://www.speedrun.com/users/BMAN
2539,wrboiek_niski,,Poland,10.63,2.63,8,0,1,1,1,0,0,0,0,1.34,112,https://www.speedrun.com/users/wrboiek_niski
2540,Zerix,,Argentina,10.62,2.62,8,0,1,1,1,0,0,0,0,1.41,182,https://www.speedrun.com/users/Zerix
2541,ArkanoidAddict,,Finland,10.52,2.52,8,0,1,1,1,0,0,0,0,1.68,1776,https://www.speedrun.com/users/ArkanoidAddict
2542,MrYoloTheLegend,,United States,10.52,2.52,8,0,1,1,1,0,0,0,0,1.68,1776,https://www.speedrun.com/users/MrYoloTheLegend
2543,xLunnar,,United States,10.52,2.52,8,0,1,1,1,0,0,0,0,1.68,1776,https://www.speedrun.com/users/xLunnar
2544,piscsfy,,United States,10.48,2.48,8,0,1,1,1,0,0,0,0,1.47,414,https://www.speedrun.com/users/piscsfy
2545,SpeedyWeegee,,United States,10.48,2.48,8,0,1,1,1,0,0,0,0,1.47,414,https://www.speedrun.com/users/SpeedyWeegee
2546,Dcourtwreck,,United States,10.42,2.42,8,0,1,1,1,0,0,0,0,1.64,1779,https://www.speedrun.com/users/Dcourtwreck
2547,HUmanMustard,,United States,10.42,2.42,8,0,1,1,1,0,0,0,0,1.64,1779,https://www.speedrun.com/users/HUmanMustard
2548,Koremin,,Belgium,10.42,2.42,8,0,1,1,1,0,0,0,0,1.64,1779,https://www.speedrun.com/users/Koremin
2549,chrisccerami,,United States,10.32,2.32,8,0,1,1,1,0,0,0,0,1.6,1782,https://www.speedrun.com/users/chrisccerami
2550,FunkRock87,,,10.32,2.32,8,0,1,1,1,0,0,0,0,1.6,1782,https://www.speedrun.com/users/FunkRock87
2551,IDontNotDoThings,,Australia,10.32,2.32,8,0,1,1,1,0,0,0,0,1.6,1782,https://www.speedrun.com/users/IDontNotDoThings
2552,QuinnNoble,,United States,10.32,2.32,8,0,1,1,1,0,0,0,0,1.6,1782,https://www.speedrun.com/users/QuinnNoble
2553,Adiidii,,France,10.29,2.29,8,0,1,1,1,0,0,0,0,1.2,88,https://www.speedrun.com/users/Adiidii
2554,AdequateLegacy,,Malawi,10.22,2.22,8,0,1,1,1,0,0,0,0,1.44,644,https://www.speedrun.com/users/AdequateLegacy
2555,DvpGames,,Brazil,10.22,2.22,8,0,1,1,1,0,0,0,0,1.44,644,https://www.speedrun.com/users/DvpGames
2556,Renoorax,,Poland,10.22,2.22,8,0,1,1,1,0,0,0,0,1.44,644,https://www.speedrun.com/users/Renoorax
2557,TMNL,,United States,10.22,2.22,8,0,1,1,1,0,0,0,0,1.44,644,https://www.speedrun.com/users/TMNL
2558,MarianoMMour,,Chile,10.19,2.19,8,0,1,1,1,0,0,0,0,1.34,321,https://www.speedrun.com/users/MarianoMMour
2559,Dy1anBy1an,,United States,10.16,2.16,8,0,1,1,1,0,0,0,0,1.53,1787,https://www.speedrun.com/users/Dy1anBy1an
2560,Dylan_Rulez,,United States,10.1,2.1,8,0,1,1,1,0,0,0,0,1.51,1789,https://www.speedrun.com/users/Dylan_Rulez
2561,Hadiza1972,,Niger,10.1,2.1,8,0,1,1,1,0,0,0,0,1.51,1789,https://www.speedrun.com/users/Hadiza1972
2562,PeeBee,,Hungary,10.04,2.04,8,0,1,1,1,0,0,0,0,1.48,1791,https://www.speedrun.com/users/PeeBee
2563,DietingHippo,,United States,10.01,2.01,8,0,1,1,1,0,0,0,0,1.47,1792,https://www.speedrun.com/users/DietingHippo
2564,JuampaEK,,Mexico,10.01,2.01,8,0,1,1,1,0,0,0,0,1.47,1792,https://www.speedrun.com/users/JuampaEK
2565,PastorCam,,United States,10.01,2.01,8,0,1,1,1,0,0,0,0,1.47,1792,https://www.speedrun.com/users/PastorCam
2566,Ad_maiorem_Dei_gloriam,,Colombia,9.92,1.92,8,0,1,1,1,0,0,0,0,1.25,369,https://www.speedrun.com/users/Ad_maiorem_Dei_gloriam
2567,darkwing166,,Ukraine,9.92,1.92,8,0,1,1,1,0,0,0,0,1.43,1795,https://www.speedrun.com/users/darkwing166
2568,UltraAceCombat,,United States,9.89,1.89,8,0,1,1,1,0,0,0,0,1.41,1796,https://www.speedrun.com/users/UltraAceCombat
2569,YoSoyHugo,,United States,9.89,1.89,8,0,1,1,1,0,0,0,0,1.41,1796,https://www.speedrun.com/users/YoSoyHugo
2570,saum22,,United States,9.84,1.84,8,0,1,1,1,0,0,0,0,1.29,649,https://www.speedrun.com/users/saum22
2571,VanGo9,,Antarctica,9.84,1.84,8,0,1,1,1,0,0,0,0,1.29,649,https://www.speedrun.com/users/VanGo9
2572,fifthfyre,,Canada,9.83,1.83,8,0,1,1,1,0,0,0,0,1.39,1798,https://www.speedrun.com/users/fifthfyre
2573,Friezamane,,Canada,9.83,1.83,8,0,1,1,1,0,0,0,0,1.39,1798,https://www.speedrun.com/users/Friezamane
2574,sdmx,,United States,9.83,1.83,8,0,1,1,1,0,0,0,0,1.39,1798,https://www.speedrun.com/users/sdmx
2575,HankScorpio83,,United States,9.79,1.79,8,0,1,1,1,0,0,0,0,1.1,150,https://www.speedrun.com/users/HankScorpio83
2576,lttjhs,,Sweden,9.72,1.72,8,0,1,1,1,0,0,0,0,0.8,17,https://www.speedrun.com/users/lttjhs
2577,MeesterTweester,,United States,9.71,1.71,8,0,1,1,1,0,0,0,0,1.33,1802,https://www.speedrun.com/users/MeesterTweester
2578,SoapyChowdah,,United States,9.71,1.71,8,0,1,1,1,0,0,0,0,1.33,1802,https://www.speedrun.com/users/SoapyChowdah
2579,dogplayingtetris,,United States,9.69,1.69,8,0,1,1,1,0,0,0,0,1.18,421,https://www.speedrun.com/users/dogplayingtetris
2580,Jollyek,,India,9.69,1.69,8,0,1,1,1,0,0,0,0,1.18,421,https://www.speedrun.com/users/Jollyek
2581,sonotavolo,,Italy,9.69,1.69,8,0,1,1,1,0,0,0,0,1.18,421,https://www.speedrun.com/users/sonotavolo
2582,Xazome,,Sweden,9.69,1.69,8,0,1,1,1,0,0,0,0,1.18,421,https://www.speedrun.com/users/Xazome
2583,avasio,,,9.65,1.65,8,0,1,1,1,0,0,0,0,1.13,325,
2584,m,,Ireland,9.63,1.63,8,0,1,1,1,0,0,0,0,1.2,652,https://www.speedrun.com/users/m
2585,Mar_Marr,,Bulgaria,9.63,1.63,8,0,1,1,1,0,0,0,0,1.2,652,https://www.speedrun.com/users/Mar_Marr
2586,PheonixRising,,United States,9.63,1.63,8,0,1,1,1,0,0,0,0,0.93,56,https://www.speedrun.com/users/PheonixRising
2587,Speedboy14,,United States,9.63,1.63,8,0,1,1,1,0,0,0,0,1.2,652,https://www.speedrun.com/users/Speedboy14
2588,_hoodie_,,United States,9.62,1.62,8,0,1,1,1,0,0,0,0,1.29,1805,https://www.speedrun.com/users/_hoodie_
2589,Ángel.A.C.S.,,Venezuela,9.62,1.62,8,0,1,1,1,0,0,0,0,1.08,210,https://www.speedrun.com/users/Angel.A.C.S.
2590,Switchmaster64,,United States,9.62,1.62,8,0,1,1,1,0,0,0,0,1.29,1805,https://www.speedrun.com/users/Switchmaster64
2591,VintageClassicGamer,,United States,9.57,1.57,8,0,1,1,1,0,0,0,0,1.27,1807,https://www.speedrun.com/users/VintageClassicGamer
2592,Catastereo,,,9.51,1.51,8,0,1,1,1,0,0,0,0,1.24,1809,https://www.speedrun.com/users/Catastereo
2593,esprs123,,Japan,9.49,1.49,8,0,1,1,1,0,0,0,0,1.23,1810,https://www.speedrun.com/users/esprs123
2594,Knucklesgamer90,,United Kingdom,9.49,1.49,8,0,1,1,1,0,0,0,0,0.93,90,https://www.speedrun.com/users/Knucklesgamer90
2595,MIT_Battery,,United States,9.49,1.49,8,0,1,1,1,0,0,0,0,1.23,1810,https://www.speedrun.com/users/MIT_Battery
2596,6Zero,,United States,9.44,1.44,8,0,1,1,1,0,0,0,0,1,211,https://www.speedrun.com/users/6Zero
2597,barnaba,,Poland,9.43,1.43,8,0,1,1,1,0,0,0,0,1.2,1812,https://www.speedrun.com/users/barnaba
2598,Kaiwave33x,,,9.41,1.41,8,0,1,1,1,0,0,0,0,1.19,1813,
2599,renadobsa,,United States,9.41,1.41,8,0,1,1,1,0,0,0,0,1.19,1813,https://www.speedrun.com/users/renadobsa
2600,xuhao95,,United States,9.41,1.41,8,0,1,1,1,0,0,0,0,1.19,1813,https://www.speedrun.com/users/xuhao95
2601,ANGEL_UNDEAD,,Russia,9.33,1.33,8,0,1,1,1,0,0,0,0,1.15,1816,https://www.speedrun.com/users/ANGEL_UNDEAD
2602,Bizarroman,,Argentina,9.33,1.33,8,0,1,1,1,0,0,0,0,1.15,1816,https://www.speedrun.com/users/Bizarroman
2603,bluerapids12,,United States,9.3,1.3,8,0,1,1,1,0,0,0,0,1.05,657,https://www.speedrun.com/users/bluerapids12
2604,DarkSR3,,United States,9.3,1.3,8,0,1,1,1,0,0,0,0,1.05,657,https://www.speedrun.com/users/DarkSR3
2605,Pedro501st,,Brazil,9.3,1.3,8,0,1,1,1,0,0,0,0,1.05,657,https://www.speedrun.com/users/Pedro501st
2606,SilverFrames,,United States,9.3,1.3,8,0,1,1,1,0,0,0,0,1.05,657,https://www.speedrun.com/users/SilverFrames
2607,TigerRayz,,Poland,9.3,1.3,8,0,1,1,1,0,0,0,0,1.05,657,https://www.speedrun.com/users/TigerRayz
2608,Juskebat,,Netherlands,9.28,1.28,8,0,1,1,1,0,0,0,0,1.12,1818,https://www.speedrun.com/users/Juskebat
2609,AnimeeArcade,,United States,9.25,1.25,8,0,1,1,1,0,0,0,0,1.11,1819,https://www.speedrun.com/users/AnimeeArcade
2610,malkuckn,,Germany,9.25,1.25,8,0,1,1,1,0,0,0,0,0.98,375,https://www.speedrun.com/users/malkuckn
2611,Adwilath,,Turkey,9.2,1.2,8,0,1,1,1,0,0,0,0,1.08,1821,https://www.speedrun.com/users/Adwilath
2612,theBassSpace,,Canada,9.18,1.18,8,0,1,1,1,0,0,0,0,0.87,164,https://www.speedrun.com/users/theBassSpace
2613,grunds1,,Australia,9.13,1.13,8,0,1,1,1,0,0,0,0,1.04,1824,https://www.speedrun.com/users/grunds1
2614,rkctkc,,United States,9.13,1.13,8,0,1,1,1,0,0,0,0,1.04,1824,https://www.speedrun.com/users/rkctkc
2615,Re_tribution,,China,9.12,1.12,8,0,1,1,1,0,0,0,0,0.93,427,https://www.speedrun.com/users/Re_tribution
2616,ttheo_rei_delas,,Brazil,9.11,1.11,8,0,1,1,1,0,0,0,0,0.86,213,https://www.speedrun.com/users/ttheo_rei_delas
2617,TTrom,,United States,9.1,1.1,8,0,1,1,1,0,0,0,0,0.83,153,https://www.speedrun.com/users/TTrom
2618,DrCruse,,United States,9.08,1.08,8,0,1,1,1,0,0,0,0,1.02,1826,https://www.speedrun.com/users/DrCruse
2619,pastabelly,,United States,9.08,1.08,8,0,1,1,1,0,0,0,0,0.7,41,https://www.speedrun.com/users/pastabelly
2620,CLosOfficial,,United States,9.05,1.05,8,0,1,1,1,0,0,0,0,0.78,117,https://www.speedrun.com/users/CLosOfficial
2621,Jodosh,,United States,9.05,1.05,8,0,1,1,1,0,0,0,0,1,1827,https://www.speedrun.com/users/Jodosh
2622,ImSpD7,,Italy,9.02,1.02,8,0,1,1,1,0,0,0,0,0.71,61,https://www.speedrun.com/users/ImSpD7
2623,bottlecap,,United States,9.01,1.01,8,0,1,1,1,0,0,0,0,0.98,1829,https://www.speedrun.com/users/bottlecap
2624,DrunkGecko,,United States,9,1,8,0,1,1,1,0,0,0,0,0.9,662,https://www.speedrun.com/users/DrunkGecko
2625,livplusrose,,Wales,9,1,8,0,1,1,1,0,0,0,0,0.9,662,https://www.speedrun.com/users/livplusrose
2626,Rizor,,,9,1,8,0,1,1,1,0,0,0,0,0.9,662,https://www.speedrun.com/users/Rizor
2627,yoshi27,,Australia,9,1,8,0,1,1,1,0,0,0,0,0.9,662,https://www.speedrun.com/users/yoshi27
2628,alexmandi,,Greece,8.98,0.98,8,0,1,1,1,0,0,0,0,0.96,1830,https://www.speedrun.com/users/alexmandi
2629,Dr_Hesse,,United States,8.98,0.98,8,0,1,1,1,0,0,0,0,0.96,1830,https://www.speedrun.com/users/Dr_Hesse
2630,Jim_Mill,,United States,8.98,0.98,8,0,1,1,1,0,0,0,0,0.96,1830,https://www.speedrun.com/users/Jim_Mill
2631,ouchmeeyes,,Canada,8.94,0.94,8,0,1,1,1,0,0,0,0,0.68,65,https://www.speedrun.com/users/ouchmeeyes
2632,DiegoHndz,,Venezuela,8.89,0.89,8,0,1,1,1,0,0,0,0,0.91,1834,https://www.speedrun.com/users/DiegoHndz
2633,cathalbrian,,Ireland,8.87,0.87,8,0,1,1,1,0,0,0,0,0.9,1835,https://www.speedrun.com/users/cathalbrian
2634,jerrygetipad,,,8.87,0.87,8,0,1,1,1,0,0,0,0,0.9,1835,https://www.speedrun.com/users/jerrygetipad
2635,Wonderslime,,Canada,8.85,0.85,8,0,1,1,1,0,0,0,0,0.62,49,https://www.speedrun.com/users/Wonderslime
2636,OsmiRuns,,Canada,8.84,0.84,8,0,1,1,1,0,0,0,0,0.67,92,https://www.speedrun.com/users/OsmiRuns
2637,CAKEbetty,,United States,8.83,0.83,8,0,1,1,1,0,0,0,0,0.87,1837,https://www.speedrun.com/users/CAKEbetty
2638,CZR,,United States,8.81,0.81,8,0,1,1,1,0,0,0,0,0.86,1838,https://www.speedrun.com/users/CZR
2639,leerunz,,United States,8.81,0.81,8,0,1,1,1,0,0,0,0,0.86,1838,https://www.speedrun.com/users/leerunz
2640,Mr_Self_DestrucTT,,United States,8.77,0.77,8,0,1,1,1,0,0,0,0,0.83,1840,https://www.speedrun.com/users/Mr_Self_DestrucTT
2641,Kongkrete,,United States,8.76,0.76,8,0,1,1,1,0,0,0,0,0.65,123,https://www.speedrun.com/users/Kongkrete
2642,OzTheMonsterMaker,,United States,8.75,0.75,8,0,1,1,1,0,0,0,0,0.82,1841,https://www.speedrun.com/users/OzTheMonsterMaker
2643,Freddythekiller,,France,8.73,0.73,8,0,1,1,1,0,0,0,0,0.75,667,https://www.speedrun.com/users/Freddythekiller
2644,prospeedrunroblocx2,,,8.73,0.73,8,0,1,1,1,0,0,0,0,0.75,667,https://www.speedrun.com/users/prospeedrunroblocx2
2645,Shang_Xiake,,China,8.73,0.73,8,0,1,1,1,0,0,0,0,0.75,667,https://www.speedrun.com/users/Shang_Xiake
2646,SlowpokeRodriguez,,United States,8.73,0.73,8,0,1,1,1,0,0,0,0,0.81,1842,https://www.speedrun.com/users/SlowpokeRodriguez
2647,Havzp,,,8.71,0.71,8,0,1,1,1,0,0,0,0,0.79,1843,https://www.speedrun.com/users/Havzp
2648,lelenamek,,France,8.69,0.69,8,0,1,1,1,0,0,0,0,0.78,1844,https://www.speedrun.com/users/lelenamek
2649,GuizDP,,Québec,8.67,0.67,8,0,1,1,1,0,0,0,0,0.77,1845,https://www.speedrun.com/users/GuizDP
2650,Ricky6543215,,Taiwan,8.67,0.67,8,0,1,1,1,0,0,0,0,0.67,334,https://www.speedrun.com/users/Ricky6543215
2651,Ahmadmzaydeh,,Jordan,8.65,0.65,8,0,1,1,1,0,0,0,0,0.75,1846,https://www.speedrun.com/users/Ahmadmzaydeh
2652,VoidedAmy,,Australia,8.65,0.65,8,0,1,1,1,0,0,0,0,0.67,433,https://www.speedrun.com/users/VoidedAmy
2653,MrMatthews,,United States,8.63,0.63,8,0,1,1,1,0,0,0,0,0.65,382,https://www.speedrun.com/users/MrMatthews
2654,zappylogarithm,,United States,8.63,0.63,8,0,1,1,1,0,0,0,0,0.74,1847,https://www.speedrun.com/users/zappylogarithm
2655,Skipper17,,United States,8.61,0.61,8,0,1,1,1,0,0,0,0,0.73,1848,https://www.speedrun.com/users/Skipper17
2656,AlreadyRented,,Scotland,8.59,0.59,8,0,1,1,1,0,0,0,0,0.66,670,https://www.speedrun.com/users/AlreadyRented
2657,crazytonedog,,United States,8.59,0.59,8,0,1,1,1,0,0,0,0,0.71,1849,https://www.speedrun.com/users/crazytonedog
2658,czadam,,Czech Republic,8.59,0.59,8,0,1,1,1,0,0,0,0,0.66,670,https://www.speedrun.com/users/czadam
2659,DonnyDark,,United States,8.59,0.59,8,0,1,1,1,0,0,0,0,0.71,1849,https://www.speedrun.com/users/DonnyDark
2660,NosColludimus,,Germany,8.59,0.59,8,0,1,1,1,0,0,0,0,0.56,119,https://www.speedrun.com/users/NosColludimus
2661,RiotThanos,,Turkey,8.59,0.59,8,0,1,1,1,0,0,0,0,0.71,1849,https://www.speedrun.com/users/RiotThanos
2662,Wpixels,,Sweden,8.58,0.58,8,0,1,1,1,0,0,0,0,0.53,93,https://www.speedrun.com/users/Wpixels
2663,KevinSanchez2019,,Venezuela,8.56,0.56,8,0,1,1,1,0,0,0,0,0.57,217,https://www.speedrun.com/users/KevinSanchez2019
2664,chicken_bitty,,,8.53,0.53,8,0,1,1,1,0,0,0,0,0.4,18,https://www.speedrun.com/users/chicken_bitty
2665,AviZergen,,Australia,8.52,0.52,8,0,1,1,1,0,0,0,0,0.66,1853,https://www.speedrun.com/users/AviZergen
2666,Ghosttree,,Macau,8.5,0.5,8,0,1,1,1,0,0,0,0,0.65,1854,https://www.speedrun.com/users/Ghosttree
2667,Yellowblack,,Brazil,8.5,0.5,8,0,1,1,1,0,0,0,0,0.6,672,https://www.speedrun.com/users/Yellowblack
2668,BigZeeff,,United States,8.48,0.48,8,0,1,1,1,0,0,0,0,0.63,1855,https://www.speedrun.com/users/BigZeeff
